waveumber,lower_key,upper_key,probability
26979.9200,2|3G4)2G,3H4p__z2G3*,0.0185
27034.0000,2|3G4)2G,3H4p__z2G3*,4.9136
27228.0700,2|3D4)4D,3H4p__z2G3*,0.0025
27273.3400,2|3D4)4D,3H4p__z2G3*,0.0003
29270.3900,1|2G5),3H4p__z2G3*,0.2318
29441.3500,1|2G5),3H4p__z2G3*,5.4771
29932.5800,1|2H3),3H4p__z2G3*,19.4660
29935.4300,2|3F4)2F,3H4p__z2G3*,0.3041
29973.7300,2|3F4)2F,3H4p__z2G3*,39.0230
30911.9800,2|3H4)2H,3H4p__z2G3*,51.0872
31923.9900,2|3G4)4G,3H4p__z2G3*,2.4044
32021.8200,2|3G4)4G,3H4p__z2G3*,2.6502
32124.9400,2|3G4)4G,3H4p__z2G3*,6.6216
32687.9800,1|4F3),3H4p__z2G3*,5.6371
32688.6200,1|4F3),3H4p__z2G3*,0.0528
32706.2500,1|4F3),3H4p__z2G3*,1.0786
32939.5300,1|2F3),3H4p__z2G3*,5.6521
33187.2500,1|2F3),3H4p__z2G3*,0.4346
34192.0300,1|2D5),3H4p__z2G3*,9.5214
34323.5800,2|3F4)4F,3H4p__z2G3*,0.2731
34374.3500,2|3F4)4F,3H4p__z2G3*,4.9274
34425.5400,2|3F4)4F,3H4p__z2G3*,16.4305
34678.4700,2|3P4)4P,3H4p__z2G3*,0.3495
35324.1200,2|3H4)4H,3H4p__z2G3*,2.1984
35386.1400,2|3H4)4H,3H4p__z2G3*,0.2273
40496.1700,1|4D5),3H4p__z2G3*,0.0401
40509.2300,1|4D5),3H4p__z2G3*,0.0019
43720.4100,1|4P3),3H4p__z2G3*,0.0216
45023.6000,1|4G5),3H4p__z2G3*,0.0616
45025.1000,1|4G5),3H4p__z2G3*,0.3827
45030.8700,1|4G5),3H4p__z2G3*,0.2015
45518.9200,2|5D4)4D,3H4p__z2G3*,0.0017
45745.0500,2|5D4)4D,3H4p__z2G3*,0.0001
53239.0700,2|5D4)6D,3H4p__z2G3*,0.0001
53395.1100,2|5D4)6D,3H4p__z2G3*,0.0000
2978.4100,2|1G2)2G,3H4p__z2G4*,0.0000
6109.9800,2|3F2)2F,3H4p__z2G4*,0.0071
10792.1100,2|3F2)4F,3H4p__z2G4*,0.0140
10812.4700,2|3F2)4F,3H4p__z2G4*,0.0012
11757.0700,3|4F3)4F,3H4p__z2G4*,0.0010
12113.8000,3|4F3)4F,3H4p__z2G4*,0.0093
13359.0700,1|2G3),3H4p__z2G4*,0.0439
13382.2700,1|2G3),3H4p__z2G4*,0.0003
15012.8400,2|1F4)2F,3H4p__z2G4*,0.0063
25451.7500,2|1I4)2I,3H4p__z2G4*,0.0086
25803.0100,1|2F5),3H4p__z2G4*,0.0334
25855.7000,2|1G4)2G,3H4p__z2G4*,0.5657
25996.3300,1|2F5),3H4p__z2G4*,0.0274
27117.0700,2|3G4)2G,3H4p__z2G4*,3.1633
27171.1500,2|3G4)2G,3H4p__z2G4*,0.0040
27410.4900,2|3D4)4D,3H4p__z2G4*,0.0070
29407.5400,1|2G5),3H4p__z2G4*,3.1871
29578.5000,1|2G5),3H4p__z2G4*,0.0295
29972.5900,1|2H3),3H4p__z2G4*,16.7879
30069.7300,1|2H3),3H4p__z2G4*,0.6020
30072.5800,2|3F4)2F,3H4p__z2G4*,34.6172
30867.1300,2|3H4)2H,3H4p__z2G4*,33.1085
31049.1300,2|3H4)2H,3H4p__z2G4*,2.6021
31985.9300,2|3G4)4G,3H4p__z2G4*,4.8706
32061.1400,2|3G4)4G,3H4p__z2G4*,6.9483
32158.9700,2|3G4)4G,3H4p__z2G4*,6.6846
32825.7700,1|4F3),3H4p__z2G4*,0.8837
32843.4000,1|4F3),3H4p__z2G4*,5.9453
33324.4000,1|2F3),3H4p__z2G4*,8.5069
34460.7300,2|3F4)4F,3H4p__z2G4*,5.1938
34511.5000,2|3F4)4F,3H4p__z2G4*,44.6154
35381.5700,2|3H4)4H,3H4p__z2G4*,7.1976
35461.2700,2|3H4)4H,3H4p__z2G4*,0.0044
35523.2900,2|3H4)4H,3H4p__z2G4*,1.4602
35536.7800,1|2I5),3H4p__z2G4*,0.0031
40646.3800,1|4D5),3H4p__z2G4*,0.0422
45160.7500,1|4G5),3H4p__z2G4*,1.4626
45162.2500,1|4G5),3H4p__z2G4*,0.8039
45167.9800,1|4G5),3H4p__z2G4*,0.0207
45656.0700,2|5D4)4D,3H4p__z2G4*,0.0073
53183.6400,2|5D4)6D,3H4p__z2G4*,0.0002
53376.2200,2|5D4)6D,3H4p__z2G4*,0.0005
2515.8800,2|1G2)2G,3H4p__z4I4*,0.0000
5647.4500,2|3F2)2F,3H4p__z4I4*,0.0002
10329.5800,2|3F2)4F,3H4p__z4I4*,0.0007
10349.9400,2|3F2)4F,3H4p__z4I4*,0.0000
11651.2700,3|4F3)4F,3H4p__z4I4*,0.0001
12896.5400,1|2G3),3H4p__z4I4*,0.0017
12919.7400,1|2G3),3H4p__z4I4*,0.0011
14550.3100,2|1F4)2F,3H4p__z4I4*,0.0000
24989.2200,2|1I4)2I,3H4p__z4I4*,0.0010
25340.4800,1|2F5),3H4p__z4I4*,0.0066
25393.1700,2|1G4)2G,3H4p__z4I4*,0.0256
25533.8000,1|2F5),3H4p__z4I4*,0.0167
26654.5400,2|3G4)2G,3H4p__z4I4*,0.0834
26708.6200,2|3G4)2G,3H4p__z4I4*,0.0133
26947.9600,2|3D4)4D,3H4p__z4I4*,0.0013
28945.0100,1|2G5),3H4p__z4I4*,0.1453
29115.9700,1|2G5),3H4p__z4I4*,0.0058
29510.0600,1|2H3),3H4p__z4I4*,0.5431
29607.2000,1|2H3),3H4p__z4I4*,0.9005
29610.0500,2|3F4)2F,3H4p__z4I4*,1.7094
30404.6000,2|3H4)2H,3H4p__z4I4*,1.2130
30586.6000,2|3H4)2H,3H4p__z4I4*,0.8293
31523.4000,2|3G4)4G,3H4p__z4I4*,0.0056
31598.6100,2|3G4)4G,3H4p__z4I4*,0.1831
31696.4400,2|3G4)4G,3H4p__z4I4*,0.9169
32363.2400,1|4F3),3H4p__z4I4*,0.0965
32861.8700,1|2F3),3H4p__z4I4*,0.3942
33998.2000,2|3F4)4F,3H4p__z4I4*,0.3940
34048.9700,2|3F4)4F,3H4p__z4I4*,0.5891
34919.0400,2|3H4)4H,3H4p__z4I4*,0.6662
34998.7400,2|3H4)4H,3H4p__z4I4*,3.8368
35060.7600,2|3H4)4H,3H4p__z4I4*,225.8819
35074.2500,1|2I5),3H4p__z4I4*,0.0891
40183.8500,1|4D5),3H4p__z4I4*,0.0020
44698.2200,1|4G5),3H4p__z4I4*,0.0056
44699.7200,1|4G5),3H4p__z4I4*,0.8291
44705.4500,1|4G5),3H4p__z4I4*,0.1015
45193.5400,2|5D4)4D,3H4p__z4I4*,0.0103
10551.9500,2|3F2)4F,3H4p__z4I5*,0.0001
11496.5500,3|4F3)4F,3H4p__z4I5*,0.0000
13098.5500,1|2G3),3H4p__z4I5*,0.0004
25191.2300,2|1I4)2I,3H4p__z4I5*,0.0039
25217.4400,2|1I4)2I,3H4p__z4I5*,0.0000
25595.1800,2|1G4)2G,3H4p__z4I5*,0.0138
26856.5500,2|3G4)2G,3H4p__z4I5*,0.0067
29147.0200,1|2G5),3H4p__z4I5*,0.0054
29712.0700,1|2H3),3H4p__z4I5*,0.2241
29809.2100,1|2H3),3H4p__z4I5*,0.1054
30606.6100,2|3H4)2H,3H4p__z4I5*,0.0820
30788.6100,2|3H4)2H,3H4p__z4I5*,0.2911
31725.4100,2|3G4)4G,3H4p__z4I5*,0.0064
31800.6200,2|3G4)4G,3H4p__z4I5*,1.3648
32565.2500,1|4F3),3H4p__z4I5*,0.0137
34200.2100,2|3F4)4F,3H4p__z4I5*,0.0177
35027.7300,2|3H4)4H,3H4p__z4I5*,0.1805
35121.0500,2|3H4)4H,3H4p__z4I5*,2.7189
35200.7500,2|3H4)4H,3H4p__z4I5*,238.9414
35269.7300,1|2I5),3H4p__z4I5*,0.0253
35276.2600,1|2I5),3H4p__z4I5*,0.0130
44900.2300,1|4G5),3H4p__z4I5*,0.9619
44907.4600,1|4G5),3H4p__z4I5*,0.0045
25389.6600,2|1I4)2I,3H4p__z4I6*,0.0000
25415.8700,2|1I4)2I,3H4p__z4I6*,0.0049
29910.5000,1|2H3),3H4p__z4I6*,0.0964
30805.0400,2|3H4)2H,3H4p__z4I6*,0.2640
31923.8400,2|3G4)4G,3H4p__z4I6*,1.2152
35226.1600,2|3H4)4H,3H4p__z4I6*,0.9551
35319.4800,2|3H4)4H,3H4p__z4I6*,244.1065
35468.1600,1|2I5),3H4p__z4I6*,0.0273
35474.6900,1|2I5),3H4p__z4I6*,0.1586
45105.8900,1|4G5),3H4p__z4I6*,0.7884
25610.4400,2|1I4)2I,3H4p__z4I7*,0.0011
35420.7300,2|3H4)4H,3H4p__z4I7*,249.5249
35662.7300,1|2I5),3H4p__z4I7*,0.1734
23802.2000,2|1I4)2I,3H4p__z4H6*,0.0001
23828.4100,2|1I4)2I,3H4p__z4H6*,0.0025
28323.0400,1|2H3),3H4p__z4H6*,0.1713
29217.5800,2|3H4)2H,3H4p__z4H6*,0.9043
30336.3800,2|3G4)4G,3H4p__z4H6*,20.6818
33638.7000,2|3H4)4H,3H4p__z4H6*,178.5292
33732.0200,2|3H4)4H,3H4p__z4H6*,0.1628
33880.7000,1|2I5),3H4p__z4H6*,0.1407
33887.2300,1|2I5),3H4p__z4H6*,0.0003
43518.4300,1|4G5),3H4p__z4H6*,31.1600
8981.1300,2|3F2)4F,3H4p__z4H5*,0.0000
9925.7300,3|4F3)4F,3H4p__z4H5*,0.0004
11527.7300,1|2G3),3H4p__z4H5*,0.0000
23620.4100,2|1I4)2I,3H4p__z4H5*,0.0006
23646.6200,2|1I4)2I,3H4p__z4H5*,0.0001
24024.3600,2|1G4)2G,3H4p__z4H5*,0.0001
25285.7300,2|3G4)2G,3H4p__z4H5*,0.0187
27576.2000,1|2G5),3H4p__z4H5*,0.0004
28141.2500,1|2H3),3H4p__z4H5*,0.0025
28238.3900,1|2H3),3H4p__z4H5*,0.0419
29035.7900,2|3H4)2H,3H4p__z4H5*,0.0422
29217.7900,2|3H4)2H,3H4p__z4H5*,0.2795
30154.5900,2|3G4)4G,3H4p__z4H5*,1.0916
30229.8000,2|3G4)4G,3H4p__z4H5*,19.0313
30994.4300,1|4F3),3H4p__z4H5*,0.9584
32629.3900,2|3F4)4F,3H4p__z4H5*,1.8832
33456.9100,2|3H4)4H,3H4p__z4H5*,7.8273
33550.2300,2|3H4)4H,3H4p__z4H5*,167.0816
33629.9300,2|3H4)4H,3H4p__z4H5*,0.6547
33698.9100,1|2I5),3H4p__z4H5*,0.0006
33705.4400,1|2I5),3H4p__z4H5*,0.1155
43329.4100,1|4G5),3H4p__z4H5*,27.7289
43336.6400,1|4G5),3H4p__z4H5*,2.1001
51352.3000,2|5D4)6D,3H4p__z4H5*,0.0001
1017.3500,2|1G2)2G,3H4p__z4H4*,0.0000
4136.2000,2|3F2)2F,3H4p__z4H4*,0.0000
8818.3300,2|3F2)4F,3H4p__z4H4*,0.0001
8838.6900,2|3F2)4F,3H4p__z4H4*,0.0000
9783.2900,3|4F3)4F,3H4p__z4H4*,0.0000
10140.0200,3|4F3)4F,3H4p__z4H4*,0.0004
11385.2900,1|2G3),3H4p__z4H4*,0.0003
11408.4900,1|2G3),3H4p__z4H4*,0.0000
13039.0600,2|1F4)2F,3H4p__z4H4*,0.0001
23477.9700,2|1I4)2I,3H4p__z4H4*,0.0001
23829.2300,1|2F5),3H4p__z4H4*,0.0001
23881.9200,2|1G4)2G,3H4p__z4H4*,0.0003
24022.5500,1|2F5),3H4p__z4H4*,0.0022
25143.2900,2|3G4)2G,3H4p__z4H4*,0.0029
25197.3700,2|3G4)2G,3H4p__z4H4*,0.0162
25436.7100,2|3D4)4D,3H4p__z4H4*,0.0000
27433.7600,1|2G5),3H4p__z4H4*,0.0013
27604.7200,1|2G5),3H4p__z4H4*,0.0018
27998.8100,1|2H3),3H4p__z4H4*,0.0371
28095.9500,1|2H3),3H4p__z4H4*,0.0008
28098.8000,2|3F4)2F,3H4p__z4H4*,0.0345
28893.3500,2|3H4)2H,3H4p__z4H4*,0.1178
29075.3500,2|3H4)2H,3H4p__z4H4*,0.0407
30012.1500,2|3G4)4G,3H4p__z4H4*,0.0586
30087.3600,2|3G4)4G,3H4p__z4H4*,1.7600
30185.1900,2|3G4)4G,3H4p__z4H4*,18.7813
30851.9900,1|4F3),3H4p__z4H4*,0.0950
30869.6200,1|4F3),3H4p__z4H4*,1.1036
32486.9500,2|3F4)4F,3H4p__z4H4*,0.0294
32537.7200,2|3F4)4F,3H4p__z4H4*,2.1991
33407.7900,2|3H4)4H,3H4p__z4H4*,12.3235
33487.4900,2|3H4)4H,3H4p__z4H4*,159.8763
33549.5100,2|3H4)4H,3H4p__z4H4*,1.1852
33563.0000,1|2I5),3H4p__z4H4*,0.0024
38672.6000,1|4D5),3H4p__z4H4*,0.0007
43186.9700,1|4G5),3H4p__z4H4*,3.0050
43188.4700,1|4G5),3H4p__z4H4*,26.2165
43194.2000,1|4G5),3H4p__z4H4*,0.0889
43682.2900,2|5D4)4D,3H4p__z4H4*,0.0039
51402.4400,2|5D4)6D,3H4p__z4H4*,0.0000
899.2400,2|1G2)2G,3H4p__z4H3*,0.0000
4023.2500,2|3F2)2F,3H4p__z4H3*,0.0000
4030.8100,2|3F2)2F,3H4p__z4H3*,0.0000
8712.9400,2|3F2)4F,3H4p__z4H3*,0.0000
8717.3700,2|3F2)4F,3H4p__z4H3*,0.0000
10034.6300,3|4F3)4F,3H4p__z4H3*,0.0000
10329.8200,3|4F3)4F,3H4p__z4H3*,0.0003
11279.9000,1|2G3),3H4p__z4H3*,0.0000
11303.1000,1|2G3),3H4p__z4H3*,0.0010
12913.2900,2|1F4)2F,3H4p__z4H3*,0.0002
12933.6700,2|1F4)2F,3H4p__z4H3*,0.0000
17870.3300,2|1D4)2D,3H4p__z4H3*,0.0000
20702.9200,2|3D4)2D,3H4p__z4H3*,0.0003
23723.8400,1|2F5),3H4p__z4H3*,0.0006
23776.5300,2|1G4)2G,3H4p__z4H3*,0.0000
23858.8200,1|2F5),3H4p__z4H3*,0.0049
23917.1600,1|2F5),3H4p__z4H3*,0.0002
25091.9800,2|3G4)2G,3H4p__z4H3*,0.0064
25286.0500,2|3D4)4D,3H4p__z4H3*,0.0000
25331.3200,2|3D4)4D,3H4p__z4H3*,0.0000
27328.3700,1|2G5),3H4p__z4H3*,0.0022
27499.3300,1|2G5),3H4p__z4H3*,0.0098
27990.5600,1|2H3),3H4p__z4H3*,0.0987
27993.4100,2|3F4)2F,3H4p__z4H3*,0.0036
28031.7100,2|3F4)2F,3H4p__z4H3*,0.1680
28969.9600,2|3H4)2H,3H4p__z4H3*,0.4382
29981.9700,2|3G4)4G,3H4p__z4H3*,0.0756
30079.8000,2|3G4)4G,3H4p__z4H3*,1.7636
30182.9200,2|3G4)4G,3H4p__z4H3*,19.9702
30745.9600,1|4F3),3H4p__z4H3*,0.6929
30746.6000,1|4F3),3H4p__z4H3*,0.0040
30764.2300,1|4F3),3H4p__z4H3*,0.1100
30997.5100,1|2F3),3H4p__z4H3*,0.0339
31245.2300,1|2F3),3H4p__z4H3*,0.0007
32250.0100,1|2D5),3H4p__z4H3*,0.1976
32381.5600,2|3F4)4F,3H4p__z4H3*,0.0014
32432.3300,2|3F4)4F,3H4p__z4H3*,0.0656
32483.5200,2|3F4)4F,3H4p__z4H3*,1.2206
32736.4500,2|3P4)4P,3H4p__z4H3*,0.0014
33382.1000,2|3H4)4H,3H4p__z4H3*,11.5060
33444.1200,2|3H4)4H,3H4p__z4H3*,160.0805
38554.1500,1|4D5),3H4p__z4H3*,0.0005
38567.2100,1|4D5),3H4p__z4H3*,0.0000
41778.3900,1|4P3),3H4p__z4H3*,0.0003
43081.5800,1|4G5),3H4p__z4H3*,0.1062
43083.0800,1|4G5),3H4p__z4H3*,2.7043
43088.8500,1|4G5),3H4p__z4H3*,26.6176
43576.9000,2|5D4)4D,3H4p__z4H3*,0.0003
43803.0300,2|5D4)4D,3H4p__z4H3*,0.0018
277.3200,3|2G3)2G,a3F4p_y4F4*,0.0000
4759.6200,2|1G2)2G,a3F4p_y4F4*,0.0000
7878.4700,2|3F2)2F,a3F4p_y4F4*,0.0004
12560.6000,2|3F2)4F,a3F4p_y4F4*,0.0010
12580.9600,2|3F2)4F,a3F4p_y4F4*,0.0548
13525.5600,3|4F3)4F,a3F4p_y4F4*,0.0475
13882.2900,3|4F3)4F,a3F4p_y4F4*,0.0178
15127.5600,1|2G3),a3F4p_y4F4*,0.0111
15150.7600,1|2G3),a3F4p_y4F4*,0.0002
16781.3300,2|1F4)2F,a3F4p_y4F4*,0.0014
27220.2400,2|1I4)2I,a3F4p_y4F4*,0.0005
27571.5000,1|2F5),a3F4p_y4F4*,0.0335
27624.1900,2|1G4)2G,a3F4p_y4F4*,0.0007
27764.8200,1|2F5),a3F4p_y4F4*,0.0199
28885.5600,2|3G4)2G,a3F4p_y4F4*,0.0571
28939.6400,2|3G4)2G,a3F4p_y4F4*,0.0002
29178.9800,2|3D4)4D,a3F4p_y4F4*,1.1142
31176.0300,1|2G5),a3F4p_y4F4*,0.0268
31346.9900,1|2G5),a3F4p_y4F4*,0.0013
31741.0800,1|2H3),a3F4p_y4F4*,0.3286
31838.2200,1|2H3),a3F4p_y4F4*,0.0268
31841.0700,2|3F4)2F,a3F4p_y4F4*,0.0018
32635.6200,2|3H4)2H,a3F4p_y4F4*,1.5749
32817.6200,2|3H4)2H,a3F4p_y4F4*,0.0521
33754.4200,2|3G4)4G,a3F4p_y4F4*,6.1358
33829.6300,2|3G4)4G,a3F4p_y4F4*,3.9476
33927.4600,2|3G4)4G,a3F4p_y4F4*,0.1110
34594.2600,1|4F3),a3F4p_y4F4*,52.0328
34611.8900,1|4F3),a3F4p_y4F4*,1.0018
35092.8900,1|2F3),a3F4p_y4F4*,0.3414
36229.2200,2|3F4)4F,a3F4p_y4F4*,145.2904
36279.9900,2|3F4)4F,a3F4p_y4F4*,15.3693
37150.0600,2|3H4)4H,a3F4p_y4F4*,11.0489
37229.7600,2|3H4)4H,a3F4p_y4F4*,0.3841
37291.7800,2|3H4)4H,a3F4p_y4F4*,0.0056
37305.2700,1|2I5),a3F4p_y4F4*,0.0302
42414.8700,1|4D5),a3F4p_y4F4*,0.8570
46929.2400,1|4G5),a3F4p_y4F4*,22.1915
46930.7400,1|4G5),a3F4p_y4F4*,1.3553
46936.4700,1|4G5),a3F4p_y4F4*,64.6919
47424.5600,2|5D4)4D,a3F4p_y4F4*,18.4534
54952.1300,2|5D4)6D,a3F4p_y4F4*,0.0003
55144.7100,2|5D4)6D,a3F4p_y4F4*,0.0052
537.0300,3|2G3)2G,a3F4p_y4F3*,0.0000
1136.7600,3|4P3)4P,a3F4p_y4F3*,0.0000
4691.8400,2|1G2)2G,a3F4p_y4F3*,0.0000
7815.8500,2|3F2)2F,a3F4p_y4F3*,0.0001
7823.4100,2|3F2)2F,a3F4p_y4F3*,0.0000
12370.4100,2|3P2)4P,a3F4p_y4F3*,0.0002
12505.5400,2|3F2)4F,a3F4p_y4F3*,0.0620
12509.9700,2|3F2)4F,a3F4p_y4F3*,0.0069
12525.9000,2|3F2)4F,a3F4p_y4F3*,0.0081
13470.5000,3|4F3)4F,a3F4p_y4F3*,0.0000
13827.2300,3|4F3)4F,a3F4p_y4F3*,0.0313
14122.4200,3|4F3)4F,a3F4p_y4F3*,0.0546
15072.5000,1|2G3),a3F4p_y4F3*,0.0001
15095.7000,1|2G3),a3F4p_y4F3*,0.0036
16705.8900,2|1F4)2F,a3F4p_y4F3*,0.0005
16726.2700,2|1F4)2F,a3F4p_y4F3*,0.0027
20039.0700,1|2D3),a3F4p_y4F3*,0.0005
24495.5200,2|3D4)2D,a3F4p_y4F3*,0.0027
27516.4400,1|2F5),a3F4p_y4F3*,0.0007
27569.1300,2|1G4)2G,a3F4p_y4F3*,0.0075
27651.4200,1|2F5),a3F4p_y4F3*,0.0275
27709.7600,1|2F5),a3F4p_y4F3*,0.0085
28830.5000,2|3G4)2G,a3F4p_y4F3*,0.0066
28884.5800,2|3G4)2G,a3F4p_y4F3*,0.0002
29078.6500,2|3D4)4D,a3F4p_y4F3*,0.5936
29123.9200,2|3D4)4D,a3F4p_y4F3*,0.0457
31120.9700,1|2G5),a3F4p_y4F3*,0.0032
31291.9300,1|2G5),a3F4p_y4F3*,0.0014
31783.1600,1|2H3),a3F4p_y4F3*,0.0069
31786.0100,2|3F4)2F,a3F4p_y4F3*,0.2964
31824.3100,2|3F4)2F,a3F4p_y4F3*,0.1123
32762.5600,2|3H4)2H,a3F4p_y4F3*,0.2761
33774.5700,2|3G4)4G,a3F4p_y4F3*,8.5489
33872.4000,2|3G4)4G,a3F4p_y4F3*,6.2695
33975.5200,2|3G4)4G,a3F4p_y4F3*,0.2653
34538.5600,1|4F3),a3F4p_y4F3*,0.0016
34539.2000,1|4F3),a3F4p_y4F3*,4.7839
34556.8300,1|4F3),a3F4p_y4F3*,36.7601
34790.1100,1|2F3),a3F4p_y4F3*,0.0032
35037.8300,1|2F3),a3F4p_y4F3*,0.4044
36042.6100,1|2D5),a3F4p_y4F3*,0.2706
36174.1600,2|3F4)4F,a3F4p_y4F3*,25.6901
36224.9300,2|3F4)4F,a3F4p_y4F3*,96.5615
36276.1200,2|3F4)4F,a3F4p_y4F3*,9.6875
36529.0500,2|3P4)4P,a3F4p_y4F3*,2.2851
37174.7000,2|3H4)4H,a3F4p_y4F3*,44.6420
37236.7200,2|3H4)4H,a3F4p_y4F3*,3.1287
42346.7500,1|4D5),a3F4p_y4F3*,2.3276
42359.8100,1|4D5),a3F4p_y4F3*,0.0693
45570.9900,1|4P3),a3F4p_y4F3*,0.5749
46874.1800,1|4G5),a3F4p_y4F3*,31.9673
46875.6800,1|4G5),a3F4p_y4F3*,57.9701
46881.4500,1|4G5),a3F4p_y4F3*,3.9005
47369.5000,2|5D4)4D,a3F4p_y4F3*,1.8164
47595.6300,2|5D4)4D,a3F4p_y4F3*,12.9310
54897.0700,2|5D4)6D,a3F4p_y4F3*,0.0001
55089.6500,2|5D4)6D,a3F4p_y4F3*,0.0001
55245.6900,2|5D4)6D,a3F4p_y4F3*,0.0044
67393.5100,1|6S5),a3F4p_y4F3*,0.0001
813.7000,3|4P3)4P,a3F4p_y4F1*,0.0000
1060.0600,3|4P3)4P,a3F4p_y4F1*,0.0000
1187.8700,3|4P3)4P,a3F4p_y4F1*,0.0000
3662.9600,1|2P3),a3F4p_y4F1*,0.0013
3692.4900,1|2P3),a3F4p_y4F1*,0.0013
7492.7900,2|3F2)2F,a3F4p_y4F1*,0.0005
7543.7200,2|3P2)2P,a3F4p_y4F1*,0.0001
7940.0900,2|3P2)2P,a3F4p_y4F1*,0.0088
11444.2400,2|3P2)4P,a3F4p_y4F1*,0.0012
11671.7100,2|3P2)4P,a3F4p_y4F1*,0.0007
12047.3500,2|3P2)4P,a3F4p_y4F1*,0.0017
12186.9100,2|3F2)4F,a3F4p_y4F1*,0.0005
12201.8300,2|3F2)4F,a3F4p_y4F1*,0.0076
14019.1000,3|4F3)4F,a3F4p_y4F1*,0.0108
16382.8300,2|1F4)2F,a3F4p_y4F1*,0.0085
19697.9200,1|2D3),a3F4p_y4F1*,0.1000
19716.0100,1|2D3),a3F4p_y4F1*,0.0937
21339.8700,2|1D4)2D,a3F4p_y4F1*,0.3429
21401.0800,2|1D4)2D,a3F4p_y4F1*,0.1186
22763.3600,1|2S5),a3F4p_y4F1*,0.3691
