waveumber,lower_key,upper_key,probability
24083.8300,2|3D4)2D,a3F4p_y4F1*,0.8210
24172.4600,2|3D4)2D,a3F4p_y4F1*,0.0564
26655.3600,2|1S4)2S,a3F4p_y4F1*,2.0126
27328.3600,1|2F5),a3F4p_y4F1*,1.1483
28674.2200,2|3D4)4D,a3F4p_y4F1*,0.0698
28708.0200,2|3D4)4D,a3F4p_y4F1*,0.1399
28755.5900,2|3D4)4D,a3F4p_y4F1*,0.0240
31501.2500,2|3F4)2F,a3F4p_y4F1*,8.5162
31714.5600,2|3P4)2P,a3F4p_y4F1*,103.3323
32411.1300,2|3P4)2P,a3F4p_y4F1*,14.3700
33652.4600,2|3G4)4G,a3F4p_y4F1*,2.2964
34215.5000,1|4F3),a3F4p_y4F1*,0.3238
34225.6900,1|4F3),a3F4p_y4F1*,4.7889
34467.0500,1|2F3),a3F4p_y4F1*,3.4308
35539.2100,1|2D5),a3F4p_y4F1*,1.2617
35719.5500,1|2D5),a3F4p_y4F1*,30.1676
35953.0600,2|3F4)4F,a3F4p_y4F1*,7.9636
35987.5100,2|3F4)4F,a3F4p_y4F1*,11.2842
36205.9900,2|3P4)4P,a3F4p_y4F1*,4.1560
36763.0100,2|3P4)4P,a3F4p_y4F1*,2.7494
37118.5700,2|3P4)4P,a3F4p_y4F1*,0.8085
42023.6900,1|4D5),a3F4p_y4F1*,0.7514
42027.6400,1|4D5),a3F4p_y4F1*,0.0008
42035.0500,1|4D5),a3F4p_y4F1*,0.3507
45246.3400,1|4P3),a3F4p_y4F1*,0.3883
45246.6100,1|4P3),a3F4p_y4F1*,4.1274
45247.9300,1|4P3),a3F4p_y4F1*,4.0368
46558.3900,1|4G5),a3F4p_y4F1*,12.0683
47272.5700,2|5D4)4D,a3F4p_y4F1*,0.0129
47439.2800,2|5D4)4D,a3F4p_y4F1*,0.9200
47542.2000,2|5D4)4D,a3F4p_y4F1*,1.9817
55108.6400,2|5D4)6D,a3F4p_y4F1*,0.0002
67070.4500,1|6S5),a3F4p_y4F1*,0.0002
155.6200,3|2G3)2G,a3F4p_y4F2*,0.0000
755.3500,3|4P3)4P,a3F4p_y4F2*,0.0000
1001.7100,3|4P3)4P,a3F4p_y4F2*,0.0000
3634.1400,1|2P3),a3F4p_y4F2*,0.0021
4310.4300,2|1G2)2G,a3F4p_y4F2*,0.0000
7434.4400,2|3F2)2F,a3F4p_y4F2*,0.0004
7442.0000,2|3F2)2F,a3F4p_y4F2*,0.0019
7881.7400,2|3P2)2P,a3F4p_y4F2*,0.0022
11613.3600,2|3P2)4P,a3F4p_y4F2*,0.0000
11989.0000,2|3P2)4P,a3F4p_y4F2*,0.0006
12124.1300,2|3F2)4F,a3F4p_y4F2*,0.0023
12128.5600,2|3F2)4F,a3F4p_y4F2*,0.0039
12143.4800,2|3F2)4F,a3F4p_y4F2*,0.0038
13445.8200,3|4F3)4F,a3F4p_y4F2*,0.0001
13741.0100,3|4F3)4F,a3F4p_y4F2*,0.0153
13960.7500,3|4F3)4F,a3F4p_y4F2*,0.0000
14714.2900,1|2G3),a3F4p_y4F2*,0.0022
16324.4800,2|1F4)2F,a3F4p_y4F2*,0.0030
16344.8600,2|1F4)2F,a3F4p_y4F2*,0.0487
19639.5700,1|2D3),a3F4p_y4F2*,0.0427
19657.6600,1|2D3),a3F4p_y4F2*,0.2619
21281.5200,2|1D4)2D,a3F4p_y4F2*,0.6154
21342.7300,2|1D4)2D,a3F4p_y4F2*,0.0044
24025.4800,2|3D4)2D,a3F4p_y4F2*,0.2367
24114.1100,2|3D4)2D,a3F4p_y4F2*,5.0679
27135.0300,1|2F5),a3F4p_y4F2*,5.7797
27270.0100,1|2F5),a3F4p_y4F2*,0.3553
27328.3500,1|2F5),a3F4p_y4F2*,2.9274
28503.1700,2|3G4)2G,a3F4p_y4F2*,0.0545
28649.6700,2|3D4)4D,a3F4p_y4F2*,0.2648
28697.2400,2|3D4)4D,a3F4p_y4F2*,0.0018
28742.5100,2|3D4)4D,a3F4p_y4F2*,0.6558
30910.5200,1|2G5),a3F4p_y4F2*,0.0152
31404.6000,2|3F4)2F,a3F4p_y4F2*,51.9163
31442.9000,2|3F4)2F,a3F4p_y4F2*,4.6389
31656.2100,2|3P4)2P,a3F4p_y4F2*,14.2746
33490.9900,2|3G4)4G,a3F4p_y4F2*,2.9428
33594.1100,2|3G4)4G,a3F4p_y4F2*,0.2633
34157.1500,1|4F3),a3F4p_y4F2*,2.1049
34167.3400,1|4F3),a3F4p_y4F2*,3.0668
34175.4200,1|4F3),a3F4p_y4F2*,2.0748
34408.7000,1|2F3),a3F4p_y4F2*,3.1275
34656.4200,1|2F3),a3F4p_y4F2*,0.0886
35480.8600,1|2D5),a3F4p_y4F2*,3.0408
35661.2000,1|2D5),a3F4p_y4F2*,20.0946
35843.5200,2|3F4)4F,a3F4p_y4F2*,10.2007
35894.7100,2|3F4)4F,a3F4p_y4F2*,9.0016
35929.1600,2|3F4)4F,a3F4p_y4F2*,8.0421
36147.6400,2|3P4)4P,a3F4p_y4F2*,40.5338
36704.6600,2|3P4)4P,a3F4p_y4F2*,5.6647
36855.3100,2|3H4)4H,a3F4p_y4F2*,2.5406
41965.3400,1|4D5),a3F4p_y4F2*,1.4898
41969.2900,1|4D5),a3F4p_y4F2*,0.8479
41978.4000,1|4D5),a3F4p_y4F2*,2.9206
45187.9900,1|4P3),a3F4p_y4F2*,1.0285
45189.5800,1|4P3),a3F4p_y4F2*,4.7871
46494.2700,1|4G5),a3F4p_y4F2*,19.0378
46500.0400,1|4G5),a3F4p_y4F2*,0.0822
46988.0900,2|5D4)4D,a3F4p_y4F2*,4.8453
47214.2200,2|5D4)4D,a3F4p_y4F2*,0.0004
47380.9300,2|5D4)4D,a3F4p_y4F2*,4.0601
54708.2400,2|5D4)6D,a3F4p_y4F2*,0.0002
54864.2800,2|5D4)6D,a3F4p_y4F2*,0.0007
54979.5200,2|5D4)6D,a3F4p_y4F2*,0.0005
67012.1000,1|6S5),a3F4p_y4F2*,0.0014
4680.1900,2|1G2)2G,3H4p__y4G5*,0.0000
12501.5300,2|3F2)4F,3H4p__y4G5*,0.1020
13446.1300,3|4F3)4F,3H4p__y4G5*,0.0771
15048.1300,1|2G3),3H4p__y4G5*,0.0003
27140.8100,2|1I4)2I,3H4p__y4G5*,0.0486
27167.0200,2|1I4)2I,3H4p__y4G5*,0.0022
27544.7600,2|1G4)2G,3H4p__y4G5*,0.0287
28806.1300,2|3G4)2G,3H4p__y4G5*,0.0448
31096.6000,1|2G5),3H4p__y4G5*,0.0010
31661.6500,1|2H3),3H4p__y4G5*,0.7268
31758.7900,1|2H3),3H4p__y4G5*,0.4832
32556.1900,2|3H4)2H,3H4p__y4G5*,0.0122
32738.1900,2|3H4)2H,3H4p__y4G5*,1.7265
33674.9900,2|3G4)4G,3H4p__y4G5*,5.9742
33750.2000,2|3G4)4G,3H4p__y4G5*,0.0101
34514.8300,1|4F3),3H4p__y4G5*,37.8398
36149.7900,2|3F4)4F,3H4p__y4G5*,38.1311
36977.3100,2|3H4)4H,3H4p__y4G5*,153.5494
37070.6300,2|3H4)4H,3H4p__y4G5*,12.4801
37150.3300,2|3H4)4H,3H4p__y4G5*,0.9847
37219.3100,1|2I5),3H4p__y4G5*,0.7358
37225.8400,1|2I5),3H4p__y4G5*,0.1533
46849.8100,1|4G5),3H4p__y4G5*,6.4915
46857.0400,1|4G5),3H4p__y4G5*,135.2500
54872.7000,2|5D4)6D,3H4p__y4G5*,0.0002
182.0400,3|2G3)2G,3H4p__y4G4*,0.0000
4651.6200,2|1G2)2G,3H4p__y4G4*,0.0000
4664.3400,2|1G2)2G,3H4p__y4G4*,0.0000
7783.1900,2|3F2)2F,3H4p__y4G4*,0.0000
12465.3200,2|3F2)4F,3H4p__y4G4*,0.0897
12485.6800,2|3F2)4F,3H4p__y4G4*,0.0049
13430.2800,3|4F3)4F,3H4p__y4G4*,0.0088
13787.0100,3|4F3)4F,3H4p__y4G4*,0.0791
15032.2800,1|2G3),3H4p__y4G4*,0.0001
15055.4800,1|2G3),3H4p__y4G4*,0.0001
16686.0500,2|1F4)2F,3H4p__y4G4*,0.0006
27124.9600,2|1I4)2I,3H4p__y4G4*,0.0000
27476.2200,1|2F5),3H4p__y4G4*,0.0329
27528.9100,2|1G4)2G,3H4p__y4G4*,0.0073
27669.5400,1|2F5),3H4p__y4G4*,0.0005
28790.2800,2|3G4)2G,3H4p__y4G4*,0.0317
28844.3600,2|3G4)2G,3H4p__y4G4*,0.0057
29083.7000,2|3D4)4D,3H4p__y4G4*,0.2325
31080.7500,1|2G5),3H4p__y4G4*,0.0447
31251.7100,1|2G5),3H4p__y4G4*,0.0018
31645.8000,1|2H3),3H4p__y4G4*,0.2023
31742.9400,1|2H3),3H4p__y4G4*,0.1848
31745.7900,2|3F4)2F,3H4p__y4G4*,0.9238
32540.3400,2|3H4)2H,3H4p__y4G4*,0.0890
32722.3400,2|3H4)2H,3H4p__y4G4*,0.0033
33659.1400,2|3G4)4G,3H4p__y4G4*,0.0002
33734.3500,2|3G4)4G,3H4p__y4G4*,7.4804
33832.1800,2|3G4)4G,3H4p__y4G4*,0.0048
34498.9800,1|4F3),3H4p__y4G4*,0.1228
34516.6100,1|4F3),3H4p__y4G4*,36.1506
34997.6100,1|2F3),3H4p__y4G4*,0.7890
36133.9400,2|3F4)4F,3H4p__y4G4*,1.0638
36184.7100,2|3F4)4F,3H4p__y4G4*,37.5344
37054.7800,2|3H4)4H,3H4p__y4G4*,149.1857
37134.4800,2|3H4)4H,3H4p__y4G4*,18.5714
37196.5000,2|3H4)4H,3H4p__y4G4*,0.7839
37209.9900,1|2I5),3H4p__y4G4*,0.3848
42319.5900,1|4D5),3H4p__y4G4*,0.4115
46833.9600,1|4G5),3H4p__y4G4*,107.6839
46835.4600,1|4G5),3H4p__y4G4*,9.8550
46841.1900,1|4G5),3H4p__y4G4*,26.9535
47329.2800,2|5D4)4D,3H4p__y4G4*,0.9074
55049.4300,2|5D4)6D,3H4p__y4G4*,0.0005
487.5500,3|2G3)2G,3H4p__y4G2*,0.0000
1087.2800,3|4P3)4P,3H4p__y4G2*,0.0000
1333.6400,3|4P3)4P,3H4p__y4G2*,0.0000
3966.0700,1|2P3),3H4p__y4G2*,0.0001
4642.3600,2|1G2)2G,3H4p__y4G2*,0.0000
7766.3700,2|3F2)2F,3H4p__y4G2*,0.0001
7773.9300,2|3F2)2F,3H4p__y4G2*,0.0001
8213.6700,2|3P2)2P,3H4p__y4G2*,0.0001
11945.2900,2|3P2)4P,3H4p__y4G2*,0.0000
12320.9300,2|3P2)4P,3H4p__y4G2*,0.0000
12456.0600,2|3F2)4F,3H4p__y4G2*,0.0009
12460.4900,2|3F2)4F,3H4p__y4G2*,0.0170
12475.4100,2|3F2)4F,3H4p__y4G2*,0.0849
13777.7500,3|4F3)4F,3H4p__y4G2*,0.0011
14072.9400,3|4F3)4F,3H4p__y4G2*,0.0078
14292.6800,3|4F3)4F,3H4p__y4G2*,0.0980
15046.2200,1|2G3),3H4p__y4G2*,0.0025
16656.4100,2|1F4)2F,3H4p__y4G2*,0.0015
16676.7900,2|1F4)2F,3H4p__y4G2*,0.0035
19971.5000,1|2D3),3H4p__y4G2*,0.0027
19989.5900,1|2D3),3H4p__y4G2*,0.0158
21613.4500,2|1D4)2D,3H4p__y4G2*,0.0239
21674.6600,2|1D4)2D,3H4p__y4G2*,0.0061
24357.4100,2|3D4)2D,3H4p__y4G2*,0.0905
24446.0400,2|3D4)2D,3H4p__y4G2*,0.1600
27466.9600,1|2F5),3H4p__y4G2*,0.2104
27601.9400,1|2F5),3H4p__y4G2*,0.0201
27660.2800,1|2F5),3H4p__y4G2*,0.2124
28835.1000,2|3G4)2G,3H4p__y4G2*,0.3018
28981.6000,2|3D4)4D,3H4p__y4G2*,0.0202
29029.1700,2|3D4)4D,3H4p__y4G2*,0.0265
29074.4400,2|3D4)4D,3H4p__y4G2*,0.0028
31242.4500,1|2G5),3H4p__y4G2*,0.1393
31736.5300,2|3F4)2F,3H4p__y4G2*,2.0759
31774.8300,2|3F4)2F,3H4p__y4G2*,0.0166
31988.1400,2|3P4)2P,3H4p__y4G2*,0.9572
33822.9200,2|3G4)4G,3H4p__y4G2*,1.6539
33926.0400,2|3G4)4G,3H4p__y4G2*,15.2410
34489.0800,1|4F3),3H4p__y4G2*,1.3719
34499.2700,1|4F3),3H4p__y4G2*,26.6703
34507.3500,1|4F3),3H4p__y4G2*,0.0700
34740.6300,1|2F3),3H4p__y4G2*,0.9077
34988.3500,1|2F3),3H4p__y4G2*,0.0814
35812.7900,1|2D5),3H4p__y4G2*,1.8219
35993.1300,1|2D5),3H4p__y4G2*,0.6054
36175.4500,2|3F4)4F,3H4p__y4G2*,0.1438
36226.6400,2|3F4)4F,3H4p__y4G2*,1.1213
36261.0900,2|3F4)4F,3H4p__y4G2*,17.5138
36479.5700,2|3P4)4P,3H4p__y4G2*,0.7681
37036.5900,2|3P4)4P,3H4p__y4G2*,0.0097
37187.2400,2|3H4)4H,3H4p__y4G2*,181.1738
42297.2700,1|4D5),3H4p__y4G2*,0.0000
42301.2200,1|4D5),3H4p__y4G2*,0.4270
42310.3300,1|4D5),3H4p__y4G2*,0.0312
45519.9200,1|4P3),3H4p__y4G2*,0.0094
45521.5100,1|4P3),3H4p__y4G2*,0.1780
46826.2000,1|4G5),3H4p__y4G2*,17.8408
46831.9700,1|4G5),3H4p__y4G2*,128.7812
47320.0200,2|5D4)4D,3H4p__y4G2*,0.0400
47546.1500,2|5D4)4D,3H4p__y4G2*,0.0290
162.5800,3|2G3)2G,3H4p__y4G3*,0.0000
1077.0800,3|4P3)4P,3H4p__y4G3*,0.0000
4632.1600,2|1G2)2G,3H4p__y4G3*,0.0000
4644.8800,2|1G2)2G,3H4p__y4G3*,0.0000
7756.1700,2|3F2)2F,3H4p__y4G3*,0.0000
7763.7300,2|3F2)2F,3H4p__y4G3*,0.0000
12445.8600,2|3F2)4F,3H4p__y4G3*,0.0008
12450.2900,2|3F2)4F,3H4p__y4G3*,0.0806
12466.2200,2|3F2)4F,3H4p__y4G3*,0.0002
13410.8200,3|4F3)4F,3H4p__y4G3*,0.0008
13767.5500,3|4F3)4F,3H4p__y4G3*,0.0315
14062.7400,3|4F3)4F,3H4p__y4G3*,0.0532
15012.8200,1|2G3),3H4p__y4G3*,0.0014
15036.0200,1|2G3),3H4p__y4G3*,0.0000
16646.2100,2|1F4)2F,3H4p__y4G3*,0.0004
16666.5900,2|1F4)2F,3H4p__y4G3*,0.0002
19979.3900,1|2D3),3H4p__y4G3*,0.0022
21603.2500,2|1D4)2D,3H4p__y4G3*,0.0007
24435.8400,2|3D4)2D,3H4p__y4G3*,0.0218
27456.7600,1|2F5),3H4p__y4G3*,0.0006
27509.4500,2|1G4)2G,3H4p__y4G3*,0.0100
27591.7400,1|2F5),3H4p__y4G3*,0.0030
27650.0800,1|2F5),3H4p__y4G3*,0.0034
28770.8200,2|3G4)2G,3H4p__y4G3*,0.0722
28824.9000,2|3G4)2G,3H4p__y4G3*,0.0344
29018.9700,2|3D4)4D,3H4p__y4G3*,0.4353
29064.2400,2|3D4)4D,3H4p__y4G3*,0.0769
31061.2900,1|2G5),3H4p__y4G3*,0.0208
31232.2500,1|2G5),3H4p__y4G3*,0.0419
31723.4800,1|2H3),3H4p__y4G3*,0.0699
31726.3300,2|3F4)2F,3H4p__y4G3*,0.2312
31764.6300,2|3F4)2F,3H4p__y4G3*,0.5623
32702.8800,2|3H4)2H,3H4p__y4G3*,0.0857
33714.8900,2|3G4)4G,3H4p__y4G3*,0.2010
33812.7200,2|3G4)4G,3H4p__y4G3*,6.9296
33915.8400,2|3G4)4G,3H4p__y4G3*,0.0854
34478.8800,1|4F3),3H4p__y4G3*,32.2734
34479.5200,1|4F3),3H4p__y4G3*,0.8387
34497.1500,1|4F3),3H4p__y4G3*,2.3946
34730.4300,1|2F3),3H4p__y4G3*,5.0877
34978.1500,1|2F3),3H4p__y4G3*,0.0227
35982.9300,1|2D5),3H4p__y4G3*,3.1168
36114.4800,2|3F4)4F,3H4p__y4G3*,5.3481
36165.2500,2|3F4)4F,3H4p__y4G3*,11.7228
36216.4400,2|3F4)4F,3H4p__y4G3*,44.4509
36469.3700,2|3P4)4P,3H4p__y4G3*,0.2464
37115.0200,2|3H4)4H,3H4p__y4G3*,123.3895
37177.0400,2|3H4)4H,3H4p__y4G3*,14.1794
42287.0700,1|4D5),3H4p__y4G3*,0.0260
42300.1300,1|4D5),3H4p__y4G3*,0.0682
45511.3100,1|4P3),3H4p__y4G3*,0.0028
46814.5000,1|4G5),3H4p__y4G3*,60.8205
46816.0000,1|4G5),3H4p__y4G3*,69.6655
46821.7700,1|4G5),3H4p__y4G3*,7.0631
47309.8200,2|5D4)4D,3H4p__y4G3*,0.6357
47535.9500,2|5D4)4D,3H4p__y4G3*,3.6720
55029.9700,2|5D4)6D,3H4p__y4G3*,0.0001
55186.0100,2|5D4)6D,3H4p__y4G3*,0.0014
1376.7700,3|4P3)4P,a3F4p_z2D2*,0.0000
4009.2000,1|2P3),a3F4p_z2D2*,0.0008
7809.5000,2|3F2)2F,a3F4p_z2D2*,0.0002
7817.0600,2|3F2)2F,a3F4p_z2D2*,0.0004
8256.8000,2|3P2)2P,a3F4p_z2D2*,0.0006
11988.4200,2|3P2)4P,a3F4p_z2D2*,0.0001
12364.0600,2|3P2)4P,a3F4p_z2D2*,0.0000
12499.1900,2|3F2)4F,a3F4p_z2D2*,0.0093
12503.6200,2|3F2)4F,a3F4p_z2D2*,0.0379
12518.5400,2|3F2)4F,a3F4p_z2D2*,0.0019
13820.8800,3|4F3)4F,a3F4p_z2D2*,0.0061
14116.0700,3|4F3)4F,a3F4p_z2D2*,0.0372
14335.8100,3|4F3)4F,a3F4p_z2D2*,0.0133
15089.3500,1|2G3),a3F4p_z2D2*,0.0005
16699.5400,2|1F4)2F,a3F4p_z2D2*,0.0056
16719.9200,2|1F4)2F,a3F4p_z2D2*,0.0118
20014.6300,1|2D3),a3F4p_z2D2*,0.0137
20032.7200,1|2D3),a3F4p_z2D2*,0.0745
21656.5800,2|1D4)2D,a3F4p_z2D2*,0.2352
21717.7900,2|1D4)2D,a3F4p_z2D2*,0.0007
24400.5400,2|3D4)2D,a3F4p_z2D2*,0.1004
24489.1700,2|3D4)2D,a3F4p_z2D2*,1.7527
27510.0900,1|2F5),a3F4p_z2D2*,1.9475
27645.0700,1|2F5),a3F4p_z2D2*,0.1179
27703.4100,1|2F5),a3F4p_z2D2*,1.0554
28878.2300,2|3G4)2G,a3F4p_z2D2*,0.0326
29024.7300,2|3D4)4D,a3F4p_z2D2*,0.5551
29072.3000,2|3D4)4D,a3F4p_z2D2*,0.2072
29117.5700,2|3D4)4D,a3F4p_z2D2*,0.0150
31285.5800,1|2G5),a3F4p_z2D2*,0.0106
31779.6600,2|3F4)2F,a3F4p_z2D2*,16.3187
31817.9600,2|3F4)2F,a3F4p_z2D2*,0.5658
32031.2700,2|3P4)2P,a3F4p_z2D2*,8.2347
33866.0500,2|3G4)4G,a3F4p_z2D2*,5.5548
33969.1700,2|3G4)4G,a3F4p_z2D2*,0.8296
34532.2100,1|4F3),a3F4p_z2D2*,27.8918
34542.4000,1|4F3),a3F4p_z2D2*,4.3350
34550.4800,1|4F3),a3F4p_z2D2*,6.1526
34783.7600,1|2F3),a3F4p_z2D2*,2.4934
35031.4800,1|2F3),a3F4p_z2D2*,0.0371
35855.9200,1|2D5),a3F4p_z2D2*,0.5455
36036.2600,1|2D5),a3F4p_z2D2*,0.4462
36218.5800,2|3F4)4F,a3F4p_z2D2*,29.4775
36269.7700,2|3F4)4F,a3F4p_z2D2*,88.9503
36304.2200,2|3F4)4F,a3F4p_z2D2*,22.3091
36522.7000,2|3P4)4P,a3F4p_z2D2*,1.7683
37079.7200,2|3P4)4P,a3F4p_z2D2*,1.0928
37230.3700,2|3H4)4H,a3F4p_z2D2*,2.4146
42340.4000,1|4D5),a3F4p_z2D2*,0.2642
42344.3500,1|4D5),a3F4p_z2D2*,1.1342
42353.4600,1|4D5),a3F4p_z2D2*,0.1934
45563.0500,1|4P3),a3F4p_z2D2*,0.3184
45564.6400,1|4P3),a3F4p_z2D2*,0.1447
46869.3300,1|4G5),a3F4p_z2D2*,55.4351
46875.1000,1|4G5),a3F4p_z2D2*,12.0768
47363.1500,2|5D4)4D,a3F4p_z2D2*,0.0019
47589.2800,2|5D4)4D,a3F4p_z2D2*,4.3611
47755.9900,2|5D4)4D,a3F4p_z2D2*,10.9334
55239.3400,2|5D4)6D,a3F4p_z2D2*,0.0005
55354.5800,2|5D4)6D,a3F4p_z2D2*,0.0023
1369.0800,3|4P3)4P,a3F4p_z2D1*,0.0000
3971.9800,1|2P3),a3F4p_z2D1*,0.0009
4001.5100,1|2P3),a3F4p_z2D1*,0.0000
7801.8100,2|3F2)2F,a3F4p_z2D1*,0.0003
7852.7400,2|3P2)2P,a3F4p_z2D1*,0.0002
8249.1100,2|3P2)2P,a3F4p_z2D1*,0.0011
11753.2600,2|3P2)4P,a3F4p_z2D1*,0.0001
11980.7300,2|3P2)4P,a3F4p_z2D1*,0.0002
12356.3700,2|3P2)4P,a3F4p_z2D1*,0.0002
12495.9300,2|3F2)4F,a3F4p_z2D1*,0.0110
12510.8500,2|3F2)4F,a3F4p_z2D1*,0.0368
14108.3800,3|4F3)4F,a3F4p_z2D1*,0.0118
14328.1200,3|4F3)4F,a3F4p_z2D1*,0.0429
16691.8500,2|1F4)2F,a3F4p_z2D1*,0.0153
20006.9400,1|2D3),a3F4p_z2D1*,0.0831
20025.0300,1|2D3),a3F4p_z2D1*,0.0008
21648.8900,2|1D4)2D,a3F4p_z2D1*,0.0021
21710.1000,2|1D4)2D,a3F4p_z2D1*,0.1674
23072.3800,1|2S5),a3F4p_z2D1*,0.0315
24392.8500,2|3D4)2D,a3F4p_z2D1*,1.7805
24481.4800,2|3D4)2D,a3F4p_z2D1*,0.1328
26964.3800,2|1S4)2S,a3F4p_z2D1*,0.1401
27637.3800,1|2F5),a3F4p_z2D1*,3.0848
28983.2400,2|3D4)4D,a3F4p_z2D1*,0.5069
29017.0400,2|3D4)4D,a3F4p_z2D1*,0.1597
29064.6100,2|3D4)4D,a3F4p_z2D1*,0.0152
31810.2700,2|3F4)2F,a3F4p_z2D1*,14.5410
32023.5800,2|3P4)2P,a3F4p_z2D1*,16.3143
32720.1500,2|3P4)2P,a3F4p_z2D1*,3.3777
33961.4800,2|3G4)4G,a3F4p_z2D1*,3.4908
34524.5200,1|4F3),a3F4p_z2D1*,7.5790
34534.7100,1|4F3),a3F4p_z2D1*,32.0805
34776.0700,1|2F3),a3F4p_z2D1*,0.0884
35848.2300,1|2D5),a3F4p_z2D1*,3.5581
36028.5700,1|2D5),a3F4p_z2D1*,0.0166
36262.0800,2|3F4)4F,a3F4p_z2D1*,24.9611
36296.5300,2|3F4)4F,a3F4p_z2D1*,109.5668
36515.0100,2|3P4)4P,a3F4p_z2D1*,0.1775
37072.0300,2|3P4)4P,a3F4p_z2D1*,0.5734
37427.5900,2|3P4)4P,a3F4p_z2D1*,0.4874
42332.7100,1|4D5),a3F4p_z2D1*,0.0556
42336.6600,1|4D5),a3F4p_z2D1*,0.3964
42344.0700,1|4D5),a3F4p_z2D1*,0.9070
45555.3600,1|4P3),a3F4p_z2D1*,0.1137
45555.6300,1|4P3),a3F4p_z2D1*,0.2662
45556.9500,1|4P3),a3F4p_z2D1*,0.7950
46867.4100,1|4G5),a3F4p_z2D1*,64.3726
47581.5900,2|5D4)4D,a3F4p_z2D1*,0.2059
47748.3000,2|5D4)4D,a3F4p_z2D1*,4.2605
47851.2200,2|5D4)4D,a3F4p_z2D1*,9.8520
55346.8900,2|5D4)6D,a3F4p_z2D1*,0.0006
55417.6600,2|5D4)6D,a3F4p_z2D1*,0.0004
